# schema=authbc.energy.samples/1
# capture_host=DESKTOP-TROHJN7
# platform=Linux-6.6.114.1-microsoft-standard-WSL2-x86_64-with-glibc2.39
# port=/dev/ttyACM0
# baud=115200
# capture_start_utc=20260727T231443Z
ms,window,wtrans,V1,I1_mA,P1_W,V2,I2_mA,P2_W
118348,1,7,4.884,718.4,3.3120,5.212,466.7,2.4320
118368,1,7,4.804,820.0,3.4220,5.208,466.1,2.6540
118388,1,7,4.928,440.6,2.2540,5.208,472.4,2.4600
118408,1,7,4.940,710.4,3.4940,5.212,461.1,2.4020
118428,1,7,4.920,724.9,3.5680,5.208,466.5,2.4280
118448,1,7,4.932,726.7,3.4840,5.208,466.7,2.4320
118468,1,7,4.932,696.5,2.5200,5.212,469.9,2.5040
118488,1,7,5.224,458.4,2.1660,5.208,465.8,2.4240
118508,1,7,4.912,698.3,3.4440,5.208,470.0,2.4480
118528,1,7,4.936,695.5,3.4340,5.212,510.1,2.6580
118548,1,7,5.076,680.9,3.5000,5.204,468.6,2.4480
118568,1,7,4.928,684.6,3.5060,5.212,466.7,2.4280
118588,1,7,4.932,694.7,3.4020,5.212,492.7,2.5620
118608,1,7,4.916,700.4,3.4540,5.212,466.2,2.4280
118628,1,7,4.880,713.3,3.3200,5.212,465.9,2.4280
118648,1,7,4.936,696.5,3.4380,5.208,464.3,2.4240
118668,1,7,4.932,696.4,3.7120,5.212,466.6,2.4600
118688,1,7,4.928,699.8,3.5420,5.212,466.2,2.4320
118708,1,7,4.900,650.3,3.1220,5.204,465.6,2.4220
118728,1,7,4.876,714.4,3.3220,5.212,466.2,2.4280
118748,1,7,4.968,720.9,3.5020,5.212,465.8,2.4240
118768,1,7,4.916,699.5,3.4480,5.212,461.4,2.5000
118788,1,7,4.928,691.3,3.5160,5.212,483.0,2.5100
118808,1,7,5.004,713.7,3.5060,5.208,470.0,2.4480
118828,1,7,4.928,698.3,3.4500,5.208,465.2,2.4220
118848,1,7,4.912,439.8,2.1720,5.212,464.4,2.4180
118868,1,7,4.892,700.3,3.4480,5.212,467.8,2.4320
118888,1,7,4.932,698.1,3.4800,5.200,464.3,2.4180
118908,1,7,4.944,681.8,3.3560,5.208,466.4,2.4280
118928,1,7,4.960,706.4,3.3260,5.212,466.0,2.4240
118948,1,7,5.216,365.9,2.2540,5.200,467.9,2.4320
118968,1,7,4.900,700.0,3.4540,5.208,466.0,2.4240
118988,1,7,4.932,611.4,3.0020,5.212,461.8,2.4080
119008,1,7,4.916,700.7,3.4580,5.212,461.3,2.4020
119028,1,7,4.932,689.7,3.5360,5.212,460.9,2.4060
119048,1,7,4.928,676.9,3.6040,5.208,466.4,2.4280
119068,1,7,4.936,416.2,2.0800,5.212,526.5,2.5920
119088,1,7,4.904,704.9,3.4760,5.204,498.5,2.5960
119108,1,7,4.904,750.9,3.4400,5.204,493.7,2.5700
119128,1,7,4.904,737.3,3.4340,5.204,494.5,2.5700
119148,1,7,4.936,695.7,3.5980,5.204,494.0,2.5700
119168,1,7,4.904,710.1,3.5160,5.208,460.2,2.4020
119188,1,7,4.912,735.0,3.6080,5.208,467.8,2.4380
119208,1,7,5.076,417.2,2.1440,5.200,466.6,2.4320
119228,1,7,4.996,745.4,3.4960,5.212,466.2,2.4420
119248,1,7,4.908,711.9,3.4800,5.212,460.8,2.4020
119268,1,7,4.936,701.3,3.4600,5.212,460.1,2.3960
119288,1,7,4.892,733.1,3.6180,5.212,461.4,2.4060
119308,1,7,4.916,732.1,3.7000,5.212,461.5,2.4020
119328,1,7,4.884,739.4,3.8180,5.212,461.9,2.3980
119348,1,7,4.932,739.0,3.6080,5.208,466.3,2.4320
119368,1,7,4.892,741.3,3.6540,5.212,469.4,2.4480
119388,1,7,4.920,740.8,3.6440,5.208,465.5,2.4240
119408,1,7,5.188,622.7,3.5320,5.212,474.5,2.4700
119428,1,7,4.928,728.1,3.4840,5.208,466.6,2.4320
119448,1,7,4.884,700.3,3.4540,5.208,467.8,2.7400
119468,1,7,5.200,491.1,2.4840,5.212,465.8,2.4280
119488,1,7,4.960,713.1,3.5060,5.212,466.4,2.4280
119508,1,7,5.104,446.4,2.0220,5.200,470.5,2.4520
119528,1,7,5.204,389.3,2.3600,5.200,470.8,2.4240
119548,1,7,4.828,702.1,3.4500,5.212,472.5,2.4440
119568,1,7,4.916,698.2,3.4540,5.208,465.4,2.4240
119588,1,7,4.932,453.8,2.3660,5.212,499.3,2.5960
119608,1,7,4.896,479.2,2.7760,5.216,472.7,2.4640
119628,1,7,4.880,720.7,3.2940,5.212,465.8,2.4280
119648,1,7,4.840,736.0,3.6560,5.212,469.2,2.4440
119668,1,7,4.912,639.4,3.0440,5.204,469.0,2.4380
119688,1,7,4.928,696.6,3.4580,5.212,466.1,2.4280
119708,1,7,4.832,817.8,3.4480,5.212,466.6,2.4320
119728,1,7,4.896,714.5,3.4380,5.212,464.6,2.4280
119748,1,7,4.888,703.5,3.4600,5.212,467.9,2.4240
119768,1,7,4.924,694.8,3.4080,5.212,465.2,2.4220
119788,1,7,4.928,668.0,3.6040,5.208,488.9,2.5400
119808,1,7,4.956,528.9,2.2180,5.212,497.1,2.5860
119828,1,7,4.908,663.9,3.5100,5.208,466.3,2.4320
119848,1,7,4.932,695.1,3.4280,5.208,467.1,2.4380
119868,1,7,4.936,697.4,3.4400,5.208,477.9,2.4900
119888,1,7,5.036,423.8,2.1500,5.212,473.8,2.4640
119908,1,7,4.964,754.2,3.4840,5.212,467.2,2.4340
119928,1,7,4.852,683.3,3.3680,5.212,466.1,2.4280
119948,1,7,4.916,675.6,3.3400,5.192,467.7,2.4240
119968,1,7,4.928,669.4,3.2900,5.212,469.8,2.4480
119988,1,7,4.956,709.4,3.7000,5.212,465.6,2.4240
120008,1,7,4.868,724.9,3.4700,5.204,467.4,2.4240
120028,1,7,4.912,708.5,3.4660,5.212,465.4,2.4280
120048,1,7,5.116,715.8,3.5120,5.196,488.4,2.4220
120068,1,7,4.900,698.5,3.4400,5.212,465.9,2.4240
120088,1,7,4.956,753.8,3.5120,5.212,460.9,2.4020
120108,1,7,4.920,736.1,3.4740,5.212,460.7,2.4080
120128,1,7,4.948,523.1,2.6680,5.212,470.1,2.4520
120148,1,7,4.908,438.7,2.1560,5.208,467.1,2.5100
120168,1,7,4.876,695.1,3.4220,5.208,466.2,2.4320
120188,1,7,4.924,737.4,3.5160,5.200,469.8,2.4480
120208,1,7,5.124,417.5,3.3520,5.212,465.2,2.4640
120228,1,7,5.164,464.0,2.2740,5.212,465.2,2.4240
120248,1,7,4.924,791.7,3.8200,5.212,461.3,2.4020
120268,1,7,5.132,697.5,3.4220,5.212,489.9,2.5520
120288,1,7,4.924,697.1,3.4280,5.212,467.4,2.4340
120308,1,7,4.948,713.1,3.6600,5.212,466.5,2.4280
120328,1,7,4.968,415.3,2.1360,5.212,465.2,2.4340
120348,1,7,4.896,703.6,3.4500,5.208,465.9,2.4320
120368,1,7,4.924,696.1,3.4500,5.216,461.3,2.4020
120388,1,7,4.936,695.3,2.5600,5.212,466.4,2.4280
120408,1,7,4.928,697.0,3.4280,5.208,465.7,2.4520
120428,1,7,4.932,711.9,3.5100,5.212,470.8,2.4280
120448,1,7,4.896,694.7,3.4240,5.212,466.2,2.4080
120468,1,7,4.920,697.4,3.4300,5.208,466.6,2.4320
120488,1,7,4.928,542.4,2.2800,5.212,465.9,2.4240
120508,1,7,4.900,710.4,3.4440,5.208,466.2,2.4320
120528,1,7,4.888,698.8,3.4400,5.212,462.1,2.4280
120548,1,7,4.928,734.5,3.5940,5.212,461.4,2.3980
120568,1,7,4.920,697.5,3.4400,5.212,460.4,2.3980
120588,1,7,5.012,663.0,3.5120,5.212,472.1,2.4600
120608,1,7,4.940,726.3,3.5100,5.212,465.2,2.4220
120628,1,7,4.840,780.1,3.8600,5.212,465.6,2.4380
120648,1,7,4.832,682.0,3.3220,5.212,463.7,2.4180
120668,1,7,4.844,867.3,3.5520,5.212,460.8,2.4020
120688,1,7,5.172,656.6,3.5120,5.212,461.8,2.4080
120708,1,7,4.920,752.4,3.6940,5.212,461.2,2.4020
120728,1,7,4.960,713.1,3.5060,5.212,461.0,2.4060
120748,1,7,4.928,762.8,3.7520,5.212,460.6,2.3980
120768,1,7,4.896,713.4,3.4800,5.212,460.5,2.3980
120788,1,7,4.908,715.2,3.4300,5.212,461.5,2.4020
120808,1,7,5.068,703.9,3.4640,5.212,461.2,2.4060
120828,1,7,4.904,694.0,3.4660,5.212,460.6,2.4020
120848,1,7,4.932,667.7,3.2960,5.212,468.8,2.4420
120868,1,7,4.952,682.6,3.3000,5.212,466.8,2.4320
120888,1,7,4.972,694.7,3.4300,5.208,460.7,2.3980
120908,1,7,4.896,698.0,3.4440,5.212,461.8,2.4020
120928,1,7,4.916,729.0,3.5680,5.212,466.6,2.4320
120948,1,7,4.920,662.5,3.5160,5.212,465.7,2.4240
120968,1,7,4.900,739.9,3.4580,5.212,463.9,2.4160
120988,1,7,4.920,698.4,3.7360,5.212,465.8,2.4240
121008,1,7,4.932,620.1,3.0320,5.212,465.6,2.4320
121028,1,7,4.916,700.4,3.4480,5.212,462.3,2.4020
121048,1,7,4.928,685.9,2.3920,5.212,460.4,2.3980
121068,1,7,4.904,712.5,3.4700,5.212,460.3,2.3980
121088,1,7,4.932,697.2,3.4380,5.212,461.4,2.4020
121108,1,7,4.924,840.1,4.1320,5.212,461.5,2.4060
121128,1,7,4.916,729.5,3.5260,5.212,466.0,2.4240
121148,1,7,4.868,718.0,3.4840,5.208,466.3,2.4280
121168,1,7,4.920,730.8,3.3360,5.212,466.7,2.4320
121188,1,7,4.900,747.2,3.4380,5.208,467.0,2.4320
121208,1,7,4.928,755.5,3.7100,5.212,465.9,2.3980
121228,1,7,4.932,617.8,3.0220,5.212,465.9,2.4280
121248,1,7,4.908,680.5,3.9620,5.212,461.1,2.4020
121268,1,7,4.932,697.3,3.4740,5.208,469.3,2.4440
121288,1,7,4.928,695.8,3.4400,5.212,466.8,2.4320
121308,1,7,4.968,714.3,3.5100,5.212,460.8,2.3980
121328,1,7,4.824,673.5,3.2800,5.212,464.4,2.4060
121348,1,7,4.948,705.5,3.6600,5.212,465.8,2.4280
121368,1,7,4.904,701.6,3.4540,5.208,466.2,2.4280
121388,1,7,4.872,705.6,3.4540,5.212,466.5,2.4900
121408,1,7,4.904,826.4,4.0100,5.212,466.1,2.4240
121428,1,7,4.916,696.7,3.4380,5.200,503.3,2.4520
121448,1,7,5.024,684.9,3.4740,5.212,470.1,2.4480
121468,1,7,4.908,703.7,3.4400,5.212,466.7,2.4320
121488,1,7,4.940,713.3,3.5100,5.212,461.1,2.6480
121508,1,7,4.852,697.6,3.4300,5.208,466.6,2.4320
121528,1,7,4.896,710.3,3.4640,5.208,464.2,2.4340
121548,1,7,4.892,719.8,3.3160,5.208,461.6,2.4060
121568,1,7,4.932,697.7,3.4540,5.212,465.5,2.4240
121588,1,7,4.948,692.2,3.4220,5.208,468.2,2.4700
121608,1,7,4.932,552.5,2.8220,5.208,506.1,2.4320
121628,1,7,4.916,698.7,3.4340,5.212,465.1,2.4240
121648,1,7,4.932,698.9,2.6140,5.212,471.7,2.4580
121668,1,7,4.900,705.8,3.4280,5.212,461.4,2.4060
121688,1,7,4.936,713.5,3.5120,5.212,462.1,2.4020
121708,1,7,4.884,696.9,3.4240,5.212,461.5,2.4020
121728,1,7,4.776,729.5,3.4900,5.212,461.1,2.3920
121748,1,7,4.964,695.2,2.8180,5.212,461.8,2.4080
121768,1,7,4.916,699.9,3.2380,5.208,466.3,2.4320
121788,1,7,4.936,434.4,2.1960,5.212,471.9,2.5980
121808,1,7,4.908,820.2,3.9680,5.212,465.4,2.4280
121828,1,7,4.832,729.4,2.2880,5.212,460.9,2.4020
121848,1,7,4.940,713.9,3.4120,5.208,498.3,2.5920
121868,1,7,4.844,808.4,4.0020,5.204,517.9,2.6940
121888,1,7,4.952,684.1,3.3980,5.204,501.5,2.5880
121908,1,7,4.924,797.7,3.9200,5.204,499.1,2.8320
121928,1,7,5.032,700.7,3.5160,5.212,465.9,2.4280
121948,1,7,4.920,702.2,3.5880,5.208,465.6,2.4220
121968,1,7,5.120,421.6,2.0680,5.212,465.7,2.4240
121988,1,7,4.888,714.7,3.5020,5.208,460.6,2.4060
122008,1,7,4.956,695.4,3.4480,5.212,461.1,2.4060
122028,1,7,4.924,693.1,2.8740,5.212,461.8,2.4080
122048,1,7,4.904,767.3,3.6020,5.216,459.7,2.3960
122068,1,7,4.868,743.9,3.6480,5.212,460.4,2.3980
122088,1,7,4.876,733.1,3.6020,5.208,460.3,2.4160
122108,1,7,4.904,711.1,3.5000,5.212,461.3,2.4020
122128,1,7,4.904,782.4,3.4040,5.212,463.5,2.4160
122148,1,7,4.832,826.0,4.0740,5.212,461.8,2.4080
122168,1,7,4.916,699.3,3.4600,5.212,467.1,2.4340
122188,1,7,4.932,686.9,3.3940,5.208,465.6,2.4220
122208,1,7,4.916,699.2,3.4440,5.212,466.2,2.4220
122228,1,7,4.912,703.0,3.4440,5.212,465.8,2.4280
122248,1,7,4.924,718.4,3.5120,5.212,470.6,2.4540
122268,1,7,4.904,702.9,3.4440,5.208,470.7,2.4520
122288,1,7,4.932,700.8,3.5400,5.208,469.5,2.4520
122308,1,7,4.928,498.6,3.1300,5.212,480.8,2.4320
122328,1,7,4.944,695.5,3.4440,5.216,470.2,2.4480
122348,1,7,4.924,674.2,3.8140,5.212,466.4,2.4280
122368,1,7,4.908,700.4,3.4480,5.204,502.9,2.4520
122388,1,7,5.004,449.3,2.2440,5.208,473.6,2.4520
122408,1,7,5.048,680.8,3.4800,5.204,466.8,2.4280
122428,1,7,4.932,697.8,3.4440,5.212,466.6,2.4320
122448,1,7,4.992,696.8,3.4240,5.212,465.7,2.4240
122468,1,7,4.920,703.4,3.4740,5.208,461.6,2.4020
122488,1,7,4.896,697.6,3.4300,5.212,466.7,2.4280
122508,1,7,4.932,695.6,3.0020,5.208,466.1,2.4280
122528,1,7,4.920,668.9,3.5680,5.212,477.2,2.4840
122548,1,7,4.932,573.1,2.9320,5.208,466.8,2.4320
122568,1,7,4.896,702.0,3.4440,5.212,462.4,2.3920
122588,1,7,4.912,438.3,2.1960,5.212,545.2,2.4900
122608,1,7,4.772,731.2,3.4600,5.212,466.5,2.4320
122628,1,7,4.928,700.0,3.3000,5.208,465.4,2.4240
122648,1,7,4.952,893.1,4.3380,5.212,477.3,2.4800
122668,1,7,4.932,741.0,3.6380,5.208,466.5,2.4320
122688,1,7,5.116,569.1,2.8020,5.212,550.3,2.6780
122708,1,7,4.932,695.3,3.4300,5.208,466.1,2.4320
122728,1,7,4.928,763.7,4.1200,5.208,460.9,2.4020
122748,1,7,4.912,707.8,3.4240,5.212,460.8,2.3980
122768,1,7,4.900,697.4,3.4400,5.208,465.5,2.4240
122788,1,7,4.880,714.8,3.3520,5.208,462.3,2.3980
122808,1,7,5.140,431.8,2.0680,5.208,536.9,2.7980
122828,1,7,4.884,712.9,3.4860,5.212,465.9,2.4280
122848,1,7,4.924,732.5,3.6140,5.212,466.8,2.4320
122868,1,7,4.912,725.2,3.5220,5.212,474.7,2.4020
122888,1,7,4.904,761.0,3.1940,5.212,466.5,2.4320
122908,1,7,4.948,670.2,3.2960,5.208,465.9,2.4280
122928,1,7,4.900,705.5,3.4600,5.212,476.7,2.4840
122948,1,7,5.084,705.2,3.4140,5.196,466.0,2.4280
122968,1,7,4.896,729.0,3.6440,5.212,465.4,2.4240
122988,1,7,4.952,709.8,3.6700,5.208,461.3,2.4120
123008,1,7,5.024,716.6,3.4540,5.212,470.3,2.4520
123028,1,7,4.920,711.5,3.5100,5.212,485.0,2.5260
123048,1,7,4.928,712.1,3.5100,5.208,460.6,2.4020
123068,1,7,5.116,703.8,3.4600,5.192,475.8,2.4480
123088,1,7,4.932,700.2,3.5100,5.212,464.7,2.4320
123108,1,7,4.884,706.0,3.4700,5.212,460.9,2.4020
123128,1,7,4.964,823.7,4.0020,5.212,460.8,2.3980
123148,1,7,4.840,714.0,3.5360,5.216,461.3,2.4020
123168,1,7,4.888,701.9,3.4400,5.212,460.4,2.3980
123188,1,7,4.920,699.3,3.4400,5.212,469.7,2.4520
123208,1,7,4.900,745.5,3.4400,5.212,481.5,2.5040
123228,1,7,4.920,698.3,3.4340,5.212,463.1,2.4120
123248,1,7,4.992,712.0,3.4960,5.212,461.4,2.4020
123268,1,7,4.916,733.5,3.5940,5.212,459.7,2.5960
123288,1,7,5.092,589.6,3.5120,5.208,465.6,2.4320
123308,1,7,4.924,670.2,3.5940,5.208,465.7,2.4240
123328,1,7,5.220,776.8,3.7780,5.204,466.5,2.4280
123348,1,7,4.896,712.3,3.5100,5.212,466.0,2.4240
123368,1,7,4.928,676.3,3.5620,5.208,467.0,2.4320
123388,1,7,4.888,704.6,3.4380,5.212,465.3,2.4280
123408,1,7,4.896,703.5,3.4480,5.212,461.9,2.4060
123428,1,7,4.932,649.2,3.3100,5.212,461.1,2.4020
123448,1,7,4.956,712.6,3.5320,5.212,461.1,2.4020
123468,1,7,4.888,706.6,3.7060,5.212,461.4,2.3980
123488,1,7,4.972,830.4,3.9920,5.212,461.3,2.4020
123508,1,7,4.896,713.3,3.4400,5.212,460.4,2.3980
123528,1,7,4.952,700.1,3.4580,5.212,460.2,2.3980
123548,1,7,4.960,731.5,3.5920,5.212,461.5,2.4080
123568,1,7,4.924,671.0,3.5840,5.212,461.2,2.4020
123588,1,7,4.896,716.5,3.4800,5.208,461.3,2.3980
123608,1,7,4.896,496.5,2.5300,5.212,530.6,2.7620
123628,1,7,4.924,700.3,3.4440,5.208,466.7,2.4280
123648,1,7,4.912,753.3,3.7100,5.212,466.0,2.4320
123668,1,7,5.160,405.3,2.3760,5.200,485.4,2.4320
123688,1,7,4.908,700.1,3.4440,5.212,466.4,2.4240
123708,1,7,4.940,713.4,3.5320,5.212,465.8,2.4240
123728,1,7,4.912,711.3,3.4940,5.212,461.4,2.4020
123748,1,7,4.916,732.6,3.5980,5.208,466.2,2.4280
123768,1,7,4.932,700.2,3.4440,5.204,513.0,2.4480
123788,1,7,4.924,692.2,3.5160,5.212,465.2,2.4240
123808,1,7,4.916,721.6,3.5480,5.212,465.9,2.4240
123828,1,7,4.936,682.3,3.3780,5.212,465.8,2.4240
123848,1,7,4.868,799.5,3.6020,5.208,466.2,2.5360
123868,1,7,4.920,673.5,3.3000,5.212,470.4,2.4320
123888,1,7,4.924,535.3,3.4400,5.208,460.7,2.4020
123908,1,7,5.104,422.0,2.1400,5.212,473.3,2.4640
123928,1,7,4.988,706.0,3.4760,5.212,465.2,2.4220
123948,1,7,4.936,751.6,3.5100,5.208,466.7,2.4240
123968,1,7,4.876,716.0,3.3100,5.212,461.7,2.4020
123988,1,7,4.916,699.0,3.4400,5.208,461.0,2.4020
124008,1,7,4.932,602.3,3.0740,5.212,460.2,2.3980
124028,1,7,4.932,505.5,2.6280,5.208,470.1,2.4440
124048,1,7,4.900,496.8,2.8040,5.212,468.7,2.6580
124068,1,7,4.932,698.8,3.4580,5.212,466.5,2.4320
124088,1,7,4.920,677.3,3.6740,5.212,466.5,2.4280
124108,1,7,4.932,697.9,3.4380,5.212,466.6,2.4280
124128,1,7,4.836,694.7,3.4380,5.212,461.6,2.4060
124148,1,7,4.944,751.2,3.5400,5.208,466.5,2.4280
124168,1,7,4.960,696.2,3.0760,5.208,469.6,2.4240
124188,1,7,4.916,700.8,3.4480,5.208,465.7,2.4240
124208,1,7,4.952,506.6,2.6220,5.212,470.9,2.4480
124228,1,7,4.984,737.1,3.5920,5.212,466.4,2.4280
124248,1,7,4.916,698.4,3.4580,5.208,469.5,2.4240
124268,1,7,5.096,441.2,1.9140,5.196,494.4,2.4340
124288,1,7,4.928,699.1,3.4380,5.212,466.7,2.4320
124308,1,7,4.928,697.7,3.4300,5.212,465.8,2.4240
124328,1,7,4.944,712.9,3.5260,5.208,466.2,2.4240
124348,1,7,4.872,718.0,3.3660,5.212,466.8,2.4320
124368,1,7,4.912,699.0,3.4440,5.212,465.7,2.4240
124388,1,7,4.904,699.0,3.4480,5.212,484.2,2.5200
124408,1,7,4.920,724.7,3.5620,5.212,465.6,2.4240
124428,1,7,4.884,706.3,3.4740,5.208,461.0,2.4340
124448,1,7,4.916,699.3,3.4400,5.212,460.9,2.6240
124468,1,7,5.012,419.4,2.1440,5.196,541.1,2.7320
124488,1,7,5.140,457.4,2.2840,5.208,465.5,2.4240
124508,1,7,4.776,697.9,3.4400,5.212,466.7,2.4320
124528,1,7,4.940,710.4,3.7160,5.208,464.6,2.5980
124548,1,7,4.988,741.8,3.4900,5.212,469.9,2.4280
124568,1,7,4.952,758.9,3.5300,5.212,466.0,2.4280
124588,1,7,4.884,701.2,3.4580,5.212,465.8,2.4240
124608,1,7,4.912,705.4,3.4280,5.204,494.2,2.5700
124628,1,7,4.844,804.0,3.5480,5.208,499.3,2.6880
124648,1,7,4.928,700.5,2.6280,5.200,503.5,2.8240
124668,1,7,4.956,753.8,3.5100,5.208,500.7,2.5960
124688,1,7,4.924,700.8,3.4580,5.204,472.4,2.4600
124708,1,7,4.888,698.3,3.4440,5.212,466.9,2.4320
124728,1,7,4.948,753.3,3.3920,5.212,478.8,2.3980
124748,1,7,4.880,715.2,3.4380,5.212,466.7,2.4320
124768,1,7,4.860,715.7,3.5760,5.208,465.4,2.4240
124788,1,7,4.928,698.4,3.4500,5.212,466.0,2.4280
124808,1,7,4.928,639.5,3.1420,5.204,465.5,2.4240
124828,1,7,4.900,717.0,3.7380,5.208,466.5,2.4320
124848,1,7,4.916,747.3,3.4220,5.208,466.8,2.4280
124868,1,7,4.908,708.4,3.4840,5.208,465.3,2.4240
124888,1,7,4.948,722.0,3.5680,5.212,466.7,2.4320
124908,1,7,4.900,702.4,3.4540,5.212,466.2,2.4320
124928,1,7,4.928,700.5,2.8900,5.212,465.9,2.4160
124948,1,7,4.916,680.0,3.5840,5.212,466.4,2.4320
124968,1,7,4.932,697.6,3.4380,5.208,465.4,2.4240
124988,1,7,4.924,741.0,3.6400,5.212,466.9,2.4340
125008,1,7,4.900,787.6,3.7780,5.200,465.6,2.4220
125028,1,7,4.908,716.1,3.9200,5.212,467.1,2.4480
125048,1,7,4.928,768.7,3.5000,5.208,465.5,2.4280
125068,1,7,4.872,737.5,3.6240,5.212,466.7,2.4320
125088,1,7,4.916,748.4,3.6700,5.212,465.8,2.4240
125108,1,7,4.924,700.2,3.4340,5.212,465.6,2.4280
125128,1,7,4.924,710.5,3.9280,5.208,460.9,2.4060
125148,1,7,4.932,702.3,3.5420,5.200,470.9,2.4280
125168,1,7,4.800,894.5,4.4240,5.208,466.2,2.4320
125188,1,7,4.924,844.5,4.1320,5.208,466.9,2.4340
125208,1,7,5.164,668.1,3.4700,5.212,466.2,2.4280
125228,1,7,4.940,754.1,3.5400,5.212,471.1,2.4380
125248,1,7,4.936,524.1,3.5100,5.208,465.1,2.4220
125268,1,7,4.900,698.6,3.4480,5.212,464.7,2.4220
125288,1,7,4.928,421.8,2.1200,5.212,477.6,2.4840
125308,1,7,4.908,713.4,3.5520,5.212,465.5,2.4240
125328,1,7,4.928,698.9,3.4400,5.208,465.7,2.4280
125348,1,7,4.808,845.6,4.3180,5.208,470.2,2.5000
125368,1,7,5.196,440.5,2.0980,5.212,467.0,2.4320
125388,1,7,4.924,746.1,3.6640,5.212,465.9,2.4240
125408,1,7,4.936,692.5,3.5060,5.212,461.2,2.4060
125428,1,7,4.912,700.3,3.4400,5.212,461.6,2.3980
125448,1,7,4.928,712.4,3.5100,5.212,465.3,2.4180
125468,1,7,4.964,716.0,3.5120,5.212,465.5,2.4240
125488,1,7,4.924,743.2,3.6500,5.216,461.6,2.4060
125508,1,7,4.928,678.0,3.5820,5.208,461.6,2.4020
125528,1,7,4.932,702.6,3.4700,5.212,466.5,2.4280
125548,1,7,4.952,712.8,3.5320,5.204,461.8,2.4020
125568,1,7,4.948,729.3,3.5780,5.208,466.5,2.4320
125588,1,7,4.920,700.2,3.4640,5.212,459.2,2.3920
125608,1,7,5.192,394.6,4.0100,5.200,471.9,2.5520
125628,1,7,4.920,699.6,3.4400,5.212,465.3,2.4280
125648,1,7,4.924,834.9,4.0380,5.212,464.7,2.5040
125668,1,7,4.928,705.6,3.4660,5.212,466.7,2.4320
125688,1,7,4.928,729.2,3.5060,5.212,460.6,2.4020
125708,1,7,4.932,680.5,3.5260,5.212,470.8,2.4060
125728,1,7,4.940,697.0,3.4440,5.212,461.5,2.4020
125748,1,7,4.876,697.4,3.4480,5.212,461.7,2.3960
125768,1,7,4.920,753.8,3.7100,5.212,461.2,2.4020
125788,1,7,4.912,720.5,3.4700,5.212,463.3,2.4120
125808,1,7,4.964,541.8,3.4580,5.212,460.5,2.4060
125828,1,7,4.916,679.8,3.5780,5.212,466.3,2.6640
125848,1,7,4.932,714.3,3.5060,5.212,465.9,2.4340
125868,1,7,4.908,668.2,3.3000,5.212,460.7,2.4020
125888,1,7,4.948,667.5,3.3100,5.216,466.5,2.4280
125908,1,7,4.828,707.0,3.3660,5.212,485.2,2.4280
125928,1,7,4.932,689.4,3.4120,5.212,461.2,2.4020
125948,1,7,5.164,432.3,2.1100,5.204,503.5,2.6220
125968,1,7,4.888,696.5,3.4240,5.204,465.5,2.4240
125988,1,7,4.896,724.4,3.3320,5.208,465.9,2.4240
126008,1,7,4.920,701.3,3.4440,5.208,466.8,2.4280
126028,1,7,4.928,697.7,3.4400,5.212,460.6,2.4080
126048,1,7,4.892,700.8,3.4440,5.208,465.4,2.4240
126068,1,7,4.892,696.5,3.4340,5.208,511.9,2.6680
126088,1,7,4.992,508.2,3.2960,5.212,500.3,2.6060
126108,1,7,4.916,699.2,3.7060,5.212,466.8,2.4320
126128,1,7,5.040,399.5,1.9040,5.208,466.7,2.4520
126148,1,7,4.924,699.4,3.4400,5.212,465.9,2.4240
126168,1,7,4.904,699.3,3.4500,5.212,465.2,2.4220
126188,1,7,4.892,488.7,2.1460,5.200,469.8,2.4480
126208,1,7,5.044,668.4,4.1200,5.212,499.3,2.4320
126228,1,7,4.916,698.2,3.4500,5.212,465.8,2.4240
126248,1,7,4.920,438.4,2.2380,5.212,508.9,2.6480
126268,1,7,4.928,700.3,3.4400,5.212,466.5,2.4280
126288,1,7,4.892,709.2,2.5300,5.208,469.8,2.4480
126308,1,7,5.108,648.9,3.5020,5.212,465.2,2.4240
126328,1,7,4.924,746.5,3.6660,5.212,465.7,2.4220
126348,1,7,5.000,618.7,2.9400,5.200,467.3,2.4320
126368,1,7,4.932,698.0,3.4540,5.212,466.5,2.4280
126388,1,7,4.916,827.4,4.0540,5.208,465.5,2.4220
126408,1,7,4.920,699.2,3.2400,5.212,465.9,2.4280
126428,1,7,4.940,713.9,3.5060,5.208,465.6,2.4280
126448,1,7,4.916,720.3,3.5420,5.212,461.5,2.4020
126468,1,7,4.936,547.2,2.2120,5.212,465.9,2.4240
126488,1,7,4.908,710.6,3.4700,5.208,465.7,2.4240
126508,1,7,4.816,796.2,3.9380,5.208,470.7,2.4380
126528,1,7,4.908,827.8,4.0140,5.208,466.2,2.4240
126548,1,7,4.916,820.8,3.9520,5.208,470.3,2.4520
126568,1,7,5.064,480.2,2.3240,5.204,466.1,2.4240
126588,1,7,4.936,728.9,3.6600,5.212,469.7,2.4440
126608,1,7,4.932,697.9,3.4900,5.208,466.1,2.4280
126628,1,7,4.912,713.3,3.4960,5.208,482.8,2.4520
126648,1,7,4.932,423.2,2.1300,5.212,525.8,2.7400
126668,1,7,4.804,732.6,3.4760,5.200,465.6,2.4240
126688,1,7,4.836,897.1,3.4860,5.212,466.8,2.4340
126708,1,7,4.932,743.2,3.6440,5.208,461.6,2.4060
