# schema=authbc.energy.samples/1
# capture_host=DESKTOP-TROHJN7
# platform=Linux-6.6.114.1-microsoft-standard-WSL2-x86_64-with-glibc2.39
# port=/dev/ttyACM0
# baud=115200
# capture_start_utc=20260727T231443Z
ms,window,wtrans,V1,I1_mA,P1_W,V2,I2_mA,P2_W
30628,1,1,5.060,367.0,1.8540,5.220,427.5,2.2280
30648,1,1,5.064,372.0,1.8800,5.220,419.5,2.1880
30668,1,1,5.072,366.4,1.8520,5.220,419.5,2.1860
30688,1,1,5.064,368.9,1.8840,5.216,420.7,2.1860
30708,1,1,5.060,372.5,1.9540,5.220,420.1,2.1920
30728,1,1,5.048,406.8,2.0540,5.216,418.2,2.1820
30748,1,1,5.052,410.7,2.0780,5.220,418.5,2.1820
30768,1,1,5.040,401.7,2.0260,5.216,419.3,2.1920
30788,1,1,5.048,405.3,2.0420,5.220,419.6,2.1920
30808,1,1,5.064,372.3,1.8980,5.220,419.7,2.1880
30828,1,1,5.064,372.4,1.8880,5.220,418.3,2.1820
30848,1,1,5.068,372.1,1.8880,5.216,419.0,2.1860
30868,1,1,5.056,368.1,1.8620,5.220,420.6,2.1880
30888,1,1,5.056,371.2,1.8720,5.220,419.4,2.1960
30908,1,1,5.068,371.9,1.9200,5.220,418.8,2.1860
30928,1,1,5.068,374.1,1.8940,5.220,420.3,2.1920
30948,1,1,5.080,369.5,1.8720,5.216,419.3,2.1860
30968,1,1,5.052,371.9,1.8780,5.220,421.4,2.1880
30988,1,1,5.060,371.9,1.8800,5.220,419.5,2.1880
31008,1,1,5.060,372.7,1.8880,5.220,419.7,2.1920
31028,1,1,5.068,373.7,1.8940,5.220,418.8,2.1860
31048,1,1,5.088,370.9,1.8840,5.224,422.0,2.2020
31068,1,1,5.068,370.0,1.8880,5.220,419.6,2.1920
31088,1,1,5.068,365.3,1.9000,5.216,418.8,2.1980
31108,1,1,5.060,372.3,1.8900,5.220,418.6,2.1820
31128,1,1,5.060,371.6,1.8800,5.224,420.3,2.1960
31148,1,1,5.028,419.4,2.1100,5.220,419.8,2.1880
31168,1,1,5.056,372.4,1.8800,5.220,419.4,2.1920
31188,1,1,5.068,368.2,1.8800,5.216,419.0,2.1880
31208,1,1,5.068,366.3,1.9000,5.220,418.7,2.1820
31228,1,1,5.060,373.3,1.8900,5.216,430.8,2.2480
31248,1,1,5.048,418.3,2.1000,5.212,422.3,2.2020
31268,1,1,5.056,370.8,1.8800,5.212,419.1,2.1860
31288,1,1,5.064,370.5,1.8880,5.216,418.7,2.1960
31308,1,1,5.064,368.8,1.8880,5.220,420.3,2.1920
31328,1,1,5.060,370.2,1.8780,5.220,420.7,2.1960
31348,1,1,5.052,381.3,1.9240,5.212,458.8,2.3920
31368,1,1,5.068,369.7,1.8880,5.220,420.4,2.1960
31388,1,1,5.064,371.1,1.8620,5.220,419.1,2.1880
31408,1,1,5.068,371.5,1.8800,5.220,419.9,2.1920
31428,1,1,5.072,371.4,1.8800,5.220,420.1,2.1920
31448,1,1,5.068,370.3,1.8740,5.220,429.0,2.2340
31468,1,1,5.068,373.0,1.8840,5.220,418.4,2.1960
31488,1,1,5.056,373.2,1.8580,5.220,419.7,2.1820
31508,1,1,5.068,370.8,1.8800,5.220,419.1,2.1880
31528,1,1,5.072,370.0,1.8740,5.220,419.2,2.1860
31548,1,1,5.068,368.1,1.8620,5.220,419.3,2.1880
31568,1,1,5.060,373.7,1.8640,5.216,420.7,2.1880
31588,1,1,5.060,374.3,1.8780,5.220,418.9,2.1980
31608,1,1,5.064,369.0,1.8880,5.216,420.7,2.1960
31628,1,1,5.056,369.7,1.8680,5.220,418.9,2.1860
31648,1,1,5.068,370.5,1.8780,5.220,420.1,2.1920
31668,1,1,5.060,371.9,1.8880,5.216,420.5,2.1920
31688,1,1,5.068,369.6,1.8880,5.216,419.7,2.1880
31708,1,1,5.068,366.4,1.9000,5.220,419.1,2.1880
31728,1,1,5.056,371.5,1.8800,5.220,419.5,2.1880
31748,1,1,5.056,373.0,1.8880,5.224,418.4,2.1820
31768,1,1,5.072,367.5,1.8840,5.220,419.6,2.1880
31788,1,1,5.068,369.4,1.8800,5.220,419.3,2.1920
31808,1,1,5.068,370.0,1.8880,5.220,423.3,2.2080
31828,1,1,5.064,371.2,1.8840,5.220,420.4,2.1920
31848,1,1,5.064,372.5,1.8840,5.220,419.1,2.1880
31868,1,1,5.084,371.4,1.8720,5.220,420.2,2.1860
31888,1,1,5.056,371.8,1.8780,5.220,419.2,2.1820
31908,1,1,5.076,370.4,1.8880,5.220,419.4,2.1880
31928,1,1,5.056,374.7,1.8980,5.216,419.9,2.1920
31948,1,1,5.068,375.8,1.9080,5.220,419.3,2.1860
31968,1,1,5.052,380.4,1.8980,5.220,419.3,2.1920
31988,1,1,5.068,366.6,1.9000,5.220,419.3,2.1880
32008,1,1,5.056,372.1,1.8740,5.220,419.4,2.1880
32028,1,1,5.072,374.2,1.8940,5.216,425.4,2.2220
32048,1,1,5.064,366.5,1.8540,5.220,419.3,2.1860
32068,1,1,5.020,413.0,2.0880,5.212,459.8,2.3980
32088,1,1,5.068,367.3,1.9040,5.220,420.6,2.1920
32108,1,1,5.064,371.8,1.8840,5.220,420.3,2.1920
32128,1,1,5.060,366.8,1.8540,5.220,419.9,2.1880
32148,1,1,5.068,374.1,1.8980,5.220,421.2,2.1980
32168,1,1,5.064,395.5,2.0640,5.212,459.0,2.2060
32188,1,1,5.068,372.2,1.8580,5.216,418.6,2.1860
32208,1,1,5.060,367.9,1.8640,5.216,418.7,2.1860
32228,1,1,5.056,367.4,1.8580,5.220,419.0,2.1860
32248,1,1,5.068,375.7,1.9040,5.216,419.8,2.1880
32268,1,1,5.068,368.9,1.8900,5.216,439.3,2.4160
32288,1,1,5.072,366.3,1.8980,5.220,419.6,2.1960
32308,1,1,5.068,368.1,1.8620,5.220,418.7,2.1820
32328,1,1,5.064,368.6,1.8680,5.220,420.5,2.1920
32348,1,1,5.072,369.4,1.8720,5.216,420.7,2.1960
32368,1,1,5.060,373.0,1.8740,5.220,421.6,2.2280
32388,1,1,5.060,368.7,1.8880,5.220,420.1,2.1880
32408,1,1,5.064,372.5,1.8880,5.220,419.6,2.1880
32428,1,1,5.064,373.3,1.8900,5.220,419.0,2.1860
32448,1,1,5.068,373.5,1.8980,5.220,419.8,2.1880
32468,1,1,5.060,374.8,1.8480,5.216,420.1,2.1820
32488,1,1,5.064,369.4,1.8980,5.216,420.4,2.1880
32508,1,1,5.060,369.4,1.8720,5.220,420.1,2.1920
32528,1,1,5.068,372.1,1.8880,5.220,419.8,2.1880
32548,1,1,5.060,369.7,1.8720,5.220,419.0,2.1860
32568,1,1,5.064,372.6,1.8720,5.220,418.7,2.1880
32588,1,1,5.064,374.0,1.8640,5.216,419.4,2.1920
32608,1,1,5.056,369.5,1.8720,5.220,418.8,2.1860
32628,1,1,5.068,373.3,1.8880,5.220,420.7,2.1960
32648,1,1,5.068,375.9,1.9080,5.220,419.7,2.1920
32668,1,1,5.060,373.4,1.8620,5.220,420.2,2.1880
32688,1,1,5.084,367.0,1.8800,5.216,419.1,2.1880
32708,1,1,5.056,367.5,1.8580,5.220,420.1,2.1920
32728,1,1,5.064,365.9,1.8520,5.220,421.4,2.1980
32748,1,1,5.072,374.6,1.8980,5.220,420.3,2.1920
32768,1,1,5.068,371.6,1.8800,5.220,418.9,2.2020
32788,1,1,5.084,372.0,1.8720,5.220,418.8,2.1880
32808,1,1,5.064,371.2,1.8800,5.220,420.8,2.1960
32828,1,1,5.064,371.1,1.8780,5.220,419.0,2.1820
32848,1,1,5.060,366.6,1.8540,5.220,419.4,2.1880
32868,1,1,5.068,368.8,1.8900,5.220,420.0,2.1860
32888,1,1,5.024,392.9,1.8980,5.216,419.4,2.1880
32908,1,1,5.056,369.6,1.8720,5.220,419.3,2.1880
32928,1,1,5.068,376.8,1.9100,5.220,419.0,2.1860
32948,1,1,5.060,372.9,1.8880,5.216,419.4,2.1880
32968,1,1,5.060,370.4,1.8680,5.220,421.2,2.1980
32988,1,1,5.060,401.2,2.0800,5.212,453.3,2.2320
33008,1,1,5.064,371.5,1.8840,5.216,420.1,2.1920
33028,1,1,5.072,372.5,1.8880,5.220,419.0,2.1860
33048,1,1,5.064,375.0,1.9000,5.220,419.2,2.1860
33068,1,1,5.064,373.2,1.8640,5.220,419.4,2.1920
33088,1,1,5.056,374.4,1.8900,5.208,459.6,2.3880
33108,1,1,5.064,372.6,1.8880,5.216,418.9,2.1860
33128,1,1,5.056,372.0,1.8800,5.220,419.2,2.1860
33148,1,1,5.064,368.5,1.8640,5.220,418.9,2.1860
33168,1,1,5.064,366.2,1.8880,5.216,420.0,2.1880
33188,1,1,5.056,374.8,1.8520,5.216,425.9,2.3700
33208,1,1,5.068,368.6,1.8640,5.216,418.7,2.1860
33228,1,1,5.060,369.4,1.8680,5.220,419.6,2.1880
33248,1,1,5.060,366.3,1.8540,5.220,419.4,2.1880
33268,1,1,5.060,370.0,1.8800,5.212,453.3,2.3560
33288,1,1,5.064,370.4,1.8800,5.216,452.7,2.3560
33308,1,1,5.064,370.9,1.8780,5.212,451.8,2.3560
33328,1,1,5.068,374.5,1.8980,5.216,452.0,2.3560
33348,1,1,5.068,372.4,1.8880,5.212,453.9,2.3660
33368,1,1,5.064,374.7,1.8580,5.220,419.7,2.1860
33388,1,1,5.056,374.0,1.8680,5.220,418.4,2.1920
33408,1,1,5.068,373.7,1.8900,5.220,419.2,2.1880
33428,1,1,5.064,371.3,1.8800,5.216,419.7,2.1880
33448,1,1,5.060,369.3,1.8680,5.220,419.1,2.1860
33468,1,1,5.064,371.1,1.8880,5.220,419.5,2.1960
33488,1,1,5.044,402.7,2.0280,5.220,418.5,2.1860
33508,1,1,5.068,402.1,2.0280,5.220,419.3,2.1860
33528,1,1,5.056,403.8,2.0380,5.220,418.7,2.1820
33548,1,1,5.052,405.7,2.0480,5.220,421.5,2.1980
33568,1,1,5.064,373.0,1.8580,5.224,421.2,2.1820
33588,1,1,5.064,372.4,1.8520,5.220,418.8,2.1760
33608,1,1,5.084,370.2,1.8800,5.220,419.4,2.1880
33628,1,1,5.060,367.7,1.8580,5.220,418.9,2.1860
33648,1,1,5.072,373.9,1.8940,5.220,424.4,2.2160
33668,1,1,5.056,372.5,1.8800,5.220,418.9,2.1880
33688,1,1,5.056,371.8,1.8680,5.224,418.8,2.1860
33708,1,1,5.028,382.1,1.9400,5.220,419.3,2.1860
33728,1,1,5.064,369.7,1.8720,5.224,419.4,2.1880
33748,1,1,5.060,368.8,1.8640,5.220,418.8,2.1860
33768,1,1,5.060,374.2,1.8800,5.224,419.5,2.1860
33788,1,1,5.068,366.5,1.8940,5.220,425.2,2.1820
33808,1,1,5.052,415.7,2.0880,5.212,422.4,2.2060
33828,1,1,5.072,373.3,1.8900,5.220,418.4,2.1820
33848,1,1,5.068,371.0,1.8780,5.220,419.7,2.1920
33868,1,1,5.064,371.0,1.8640,5.220,420.5,2.1920
33888,1,1,5.068,371.9,1.8620,5.220,419.9,2.2060
33908,1,1,5.064,379.6,1.9160,5.208,458.7,2.3920
33928,1,1,5.064,375.2,1.9000,5.220,420.2,2.1920
33948,1,1,5.068,370.5,1.8780,5.220,419.8,2.1920
33968,1,1,5.072,368.9,1.8880,5.220,420.1,2.1920
33988,1,1,5.068,371.6,1.8780,5.220,418.5,2.1960
34008,1,1,5.060,371.1,1.8780,5.224,428.0,2.2320
34028,1,1,5.064,373.9,1.8940,5.220,419.3,2.1880
34048,1,1,5.068,370.4,1.8780,5.220,420.0,2.1920
34068,1,1,5.056,376.7,1.8840,5.224,419.7,2.1820
34088,1,1,5.056,375.9,1.8440,5.224,419.7,2.1880
34108,1,1,5.064,385.1,1.9460,5.220,430.1,2.2440
34128,1,1,5.068,369.0,1.8680,5.220,420.3,2.1920
34148,1,1,5.056,365.7,1.8480,5.220,418.3,2.1820
34168,1,1,5.056,371.6,1.8880,5.220,419.1,2.1860
34188,1,1,5.056,373.0,1.8680,5.220,420.0,2.1880
34208,1,1,5.060,370.8,1.8780,5.220,419.1,2.1860
34228,1,1,5.056,372.0,1.8800,5.220,424.0,2.2120
34248,1,1,5.072,370.7,1.8780,5.216,419.9,2.1880
34268,1,1,5.056,371.5,1.8740,5.216,419.7,2.1960
34288,1,1,5.056,375.3,1.8680,5.220,419.0,2.1920
34308,1,1,5.068,375.0,1.9000,5.224,419.0,2.1860
34328,1,1,5.068,372.1,1.8840,5.220,418.3,2.1820
34348,1,1,5.060,370.6,1.8880,5.216,419.2,2.1860
34368,1,1,5.060,370.8,1.8640,5.220,418.5,2.1880
34388,1,1,5.056,372.1,1.8840,5.220,419.8,2.1920
34408,1,1,5.072,373.6,1.8940,5.216,420.0,2.1920
34428,1,1,5.084,366.9,1.8620,5.220,419.3,2.1860
34448,1,1,5.064,370.8,1.8740,5.220,421.6,2.1980
34468,1,1,5.056,373.2,1.8620,5.220,424.5,2.1920
34488,1,1,5.060,369.5,1.8740,5.220,418.9,2.1920
34508,1,1,5.068,375.5,1.9040,5.220,421.1,2.1960
34528,1,1,5.068,373.4,1.9000,5.220,419.7,2.1880
34548,1,1,5.064,366.5,1.8940,5.216,420.0,2.1920
34568,1,1,5.068,369.4,1.8940,5.220,419.7,2.1920
34588,1,1,5.064,368.2,1.8900,5.220,428.4,2.1860
34608,1,1,5.068,372.0,1.8880,5.220,420.2,2.1920
34628,1,1,5.020,405.0,2.0520,5.220,419.9,2.1880
34648,1,1,5.056,373.4,1.8620,5.220,419.4,2.1880
34668,1,1,5.060,371.5,1.8780,5.220,422.0,2.1920
34688,1,1,5.064,365.7,1.9000,5.220,419.1,2.1920
34708,1,1,5.060,370.9,1.8740,5.220,421.2,2.1980
34728,1,1,5.060,414.7,2.0800,5.212,422.5,2.2060
34748,1,1,5.068,371.5,1.8800,5.220,419.0,2.1860
34768,1,1,5.064,370.0,1.8940,5.220,419.0,2.1920
34788,1,1,5.060,370.2,1.8840,5.220,419.5,2.1880
34808,1,1,5.064,371.1,1.8800,5.220,420.0,2.1920
34828,1,1,5.068,368.8,1.8640,5.216,459.2,2.3920
34848,1,1,5.068,371.4,1.8720,5.220,419.2,2.1860
34868,1,1,5.060,370.8,1.8680,5.220,418.9,2.1920
34888,1,1,5.056,374.1,1.8680,5.220,420.3,2.1860
34908,1,1,5.064,373.7,1.8940,5.220,418.8,2.1860
34928,1,1,5.064,365.7,1.8520,5.216,428.0,2.2320
34948,1,1,5.068,366.3,1.8880,5.220,419.7,2.1880
34968,1,1,5.064,374.6,1.8540,5.220,419.8,2.1880
34988,1,1,5.064,371.4,1.8880,5.220,419.7,2.1820
35008,1,1,5.068,372.6,1.8880,5.220,422.0,2.2020
35028,1,1,5.064,366.8,1.8540,5.220,419.2,2.1860
35048,1,1,5.064,372.0,1.8840,5.220,418.2,2.1820
35068,1,1,5.056,372.0,1.8840,5.220,419.6,2.2020
35088,1,1,5.076,381.2,1.9100,5.216,418.7,2.1860
35108,1,1,5.064,383.9,1.9440,5.220,419.0,2.1860
35128,1,1,5.064,371.7,1.8840,5.220,419.2,2.1860
35148,1,1,5.080,372.0,1.8620,5.216,418.9,2.1860
35168,1,1,5.060,373.1,1.8580,5.220,419.4,2.1880
35188,1,1,5.064,371.9,1.8780,5.216,423.6,2.1960
35208,1,1,5.068,375.0,1.9000,5.220,419.0,2.1860
35228,1,1,5.060,368.6,1.8640,5.220,420.0,2.1920
35248,1,1,5.084,366.8,1.8880,5.220,419.8,2.1880
35268,1,1,5.068,365.9,1.8980,5.216,418.7,2.1880
35288,1,1,5.060,371.3,1.8800,5.220,418.9,2.1920
35308,1,1,5.064,374.5,1.8980,5.220,420.1,2.1920
35328,1,1,5.060,367.9,1.8620,5.220,423.5,2.2080
35348,1,1,5.088,372.4,1.8640,5.216,418.6,2.1820
35368,1,1,5.064,372.9,1.8620,5.220,419.2,2.1880
35388,1,1,5.068,375.1,1.9000,5.216,423.7,2.2060
35408,1,1,5.064,370.3,1.8780,5.216,418.9,2.1860
35428,1,1,5.068,373.8,1.8940,5.220,418.9,2.1860
35448,1,1,5.032,385.4,1.8840,5.220,419.2,2.1860
35468,1,1,5.064,366.7,1.8900,5.220,419.4,2.1920
35488,1,1,5.064,375.3,1.9000,5.220,419.5,2.2080
35508,1,1,5.068,373.3,1.8900,5.220,418.9,2.1860
35528,1,1,5.068,372.3,1.8840,5.220,420.2,2.1920
35548,1,1,5.056,401.1,2.0980,5.212,427.2,2.2280
35568,1,1,5.064,367.6,1.8880,5.220,420.4,2.1920
35588,1,1,5.060,368.5,1.8640,5.220,419.4,2.1920
35608,1,1,5.060,368.6,1.8640,5.220,419.5,2.1880
35628,1,1,5.064,370.0,1.8740,5.220,418.9,2.1860
35648,1,1,5.056,373.6,1.9140,5.208,459.1,2.3920
35668,1,1,5.056,371.2,1.8680,5.220,420.5,2.1920
35688,1,1,5.060,369.5,1.8720,5.216,419.3,2.1860
35708,1,1,5.068,375.0,1.9000,5.220,419.7,2.1920
35728,1,1,5.064,368.0,1.8640,5.220,418.3,2.1820
35748,1,1,5.064,366.4,1.8840,5.220,427.0,2.3760
35768,1,1,5.064,372.1,1.8840,5.220,420.5,2.1860
35788,1,1,5.068,371.1,1.8800,5.216,423.8,2.1880
35808,1,1,5.068,369.4,1.8720,5.220,418.9,2.1860
35828,1,1,5.068,375.5,1.9040,5.220,419.5,2.1880
35848,1,1,5.068,368.0,1.8840,5.220,419.2,2.1920
35868,1,1,5.052,373.7,1.8840,5.220,419.9,2.1880
35888,1,1,5.064,374.5,1.8980,5.220,420.1,2.1860
35908,1,1,5.064,374.6,1.8980,5.220,418.4,2.1820
35928,1,1,5.068,372.4,1.8880,5.220,420.5,2.1920
35948,1,1,5.056,371.3,1.8780,5.220,419.2,2.1860
35968,1,1,5.060,372.9,1.8800,5.220,418.7,2.1860
35988,1,1,5.064,370.7,1.8800,5.216,420.0,2.1860
36008,1,1,5.056,372.0,1.8800,5.220,420.0,2.1920
36028,1,1,5.060,373.4,1.8900,5.216,419.9,2.1880
36048,1,1,5.060,372.1,1.8640,5.216,452.1,2.3560
36068,1,1,5.068,373.4,1.8580,5.212,452.4,2.3560
36088,1,1,5.060,369.9,1.8720,5.216,452.3,2.3560
36108,1,1,5.060,369.7,1.8720,5.216,453.2,2.3620
36128,1,1,5.064,371.5,1.8840,5.220,419.1,2.1880
36148,1,1,5.060,370.2,1.8880,5.220,420.8,2.1960
36168,1,1,5.100,369.4,1.8680,5.220,419.1,2.1920
36188,1,1,5.060,366.6,1.8540,5.220,419.8,2.1960
36208,1,1,5.064,379.7,1.9240,5.216,418.9,2.1860
36228,1,1,5.060,373.5,1.8900,5.220,418.7,2.1820
36248,1,1,5.032,404.9,2.0440,5.220,417.8,2.1800
36268,1,1,5.036,413.6,2.0440,5.216,419.8,2.1880
36288,1,1,5.044,403.0,2.0340,5.216,419.9,2.1860
36308,1,1,5.040,403.1,2.0320,5.220,422.6,2.2060
36328,1,1,5.048,399.3,2.0260,5.220,419.3,2.1860
36348,1,1,5.056,371.5,1.8800,5.216,430.5,2.2420
36368,1,1,5.020,411.9,2.0640,5.224,440.1,2.2240
36388,1,1,5.068,373.0,1.8880,5.220,419.8,2.1920
36408,1,1,5.068,376.1,1.9040,5.220,419.5,2.1880
36428,1,1,5.064,373.5,1.8580,5.220,419.6,2.1880
36448,1,1,5.060,370.8,1.8680,5.216,418.9,2.1880
36468,1,1,5.056,381.7,2.0700,5.212,458.6,2.4480
36488,1,1,5.056,366.4,1.8540,5.220,418.9,2.2120
36508,1,1,5.060,374.8,1.8980,5.216,420.0,2.1920
36528,1,1,5.060,373.4,1.8780,5.220,419.8,2.1880
36548,1,1,5.068,367.0,1.8900,5.220,419.8,2.1860
36568,1,1,5.064,366.6,1.9000,5.216,428.7,2.3920
36588,1,1,5.060,371.0,1.8780,5.216,419.1,2.1880
36608,1,1,5.060,371.6,1.8840,5.220,419.1,2.1880
36628,1,1,5.064,366.0,1.9000,5.220,418.5,2.1820
36648,1,1,5.068,372.2,1.8720,5.216,419.8,2.1820
36668,1,1,5.064,367.8,1.8880,5.220,419.6,2.2320
36688,1,1,5.064,372.6,1.8880,5.216,418.1,2.1880
36708,1,1,5.064,374.4,1.8980,5.216,419.7,2.1880
36728,1,1,5.060,371.2,1.8580,5.220,419.4,2.1880
36748,1,1,5.068,365.6,1.9100,5.220,421.0,2.1960
36768,1,1,5.064,369.8,1.8640,5.220,420.2,2.1860
36788,1,1,5.060,365.4,1.8520,5.220,418.6,2.1920
36808,1,1,5.052,368.9,1.8640,5.220,420.1,2.1920
36828,1,1,5.068,371.2,1.8880,5.220,420.2,2.1920
36848,1,1,5.068,366.9,1.8880,5.216,419.2,2.1880
36868,1,1,5.064,369.3,1.9000,5.220,419.0,2.1880
36888,1,1,5.072,367.2,1.8580,5.224,418.7,2.1920
36908,1,1,5.064,368.9,1.8640,5.216,419.9,2.1880
36928,1,1,5.056,371.6,1.8780,5.220,420.3,2.1960
36948,1,1,5.060,367.9,1.8740,5.216,419.9,2.1880
36968,1,1,5.064,371.3,1.8840,5.220,420.8,2.1880
36988,1,1,5.084,370.7,1.8780,5.220,420.6,2.1920
37008,1,1,5.068,371.4,1.8800,5.216,419.0,2.1860
37028,1,1,5.064,368.0,1.9040,5.216,418.5,2.1860
37048,1,1,5.060,374.2,1.8580,5.220,419.0,2.1860
37068,1,1,5.064,366.2,1.9000,5.220,418.8,2.1920
37088,1,1,5.020,380.8,1.9400,5.220,419.4,2.1880
37108,1,1,5.056,372.1,1.8840,5.216,419.9,2.1920
37128,1,1,5.064,368.6,1.8800,5.220,420.4,2.1920
37148,1,1,5.072,368.3,1.8900,5.220,427.7,2.1880
37168,1,1,5.068,366.0,1.8980,5.220,420.6,2.1880
37188,1,1,5.020,392.3,1.9900,5.220,419.8,2.1860
37208,1,1,5.056,366.6,1.8580,5.220,418.2,2.1820
37228,1,1,5.068,371.7,1.9040,5.216,423.0,2.2060
37248,1,1,5.056,373.2,1.8620,5.220,419.3,2.1880
37268,1,1,5.064,369.7,1.8840,5.220,419.4,2.1880
37288,1,1,5.056,415.6,2.0880,5.212,422.7,2.1860
37308,1,1,5.060,367.0,1.8580,5.220,421.2,2.1980
37328,1,1,5.060,371.0,1.9040,5.220,418.3,2.1820
37348,1,1,5.064,371.1,1.8900,5.220,419.3,2.1860
37368,1,1,5.068,368.7,1.8980,5.220,421.1,2.1980
37388,1,1,5.068,369.6,1.8680,5.212,459.8,2.3880
37408,1,1,5.076,371.5,1.8800,5.220,418.9,2.1860
37428,1,1,5.068,368.6,1.8900,5.220,418.8,2.1860
37448,1,1,5.068,367.9,1.8900,5.220,418.7,2.1820
37468,1,1,5.060,373.5,1.8720,5.220,419.3,2.1880
37488,1,1,5.072,371.7,1.8840,5.216,426.1,2.2840
37508,1,1,5.064,375.1,1.9040,5.220,419.1,2.1880
37528,1,1,5.060,375.5,1.8480,5.220,419.5,2.1880
37548,1,1,5.068,368.9,1.8720,5.220,419.5,2.1880
37568,1,1,5.056,373.7,1.8640,5.216,419.2,2.1920
37588,1,1,5.068,369.2,1.8720,5.220,418.5,2.1960
37608,1,1,5.068,372.4,1.8840,5.216,418.9,2.1860
37628,1,1,5.068,370.1,1.8840,5.216,419.8,2.1920
37648,1,1,5.056,372.7,1.8620,5.220,419.2,2.1820
37668,1,1,5.064,373.1,1.8540,5.220,419.0,2.1920
37688,1,1,5.064,374.1,1.8980,5.216,420.3,2.1860
37708,1,1,5.060,374.7,1.9000,5.220,419.1,2.1880
37728,1,1,5.060,372.9,1.8580,5.216,419.2,2.1860
37748,1,1,5.064,367.1,1.8800,5.216,418.7,2.1860
37768,1,1,5.056,372.6,1.8800,5.220,420.3,2.1860
37788,1,1,5.056,366.8,1.8540,5.220,418.2,2.1860
37808,1,1,5.080,366.6,1.8580,5.220,420.3,2.1960
37828,1,1,5.060,372.7,1.8640,5.220,419.1,2.1860
37848,1,1,5.056,373.4,1.8740,5.220,418.7,2.2020
37868,0,2,5.060,372.5,1.8880,5.220,421.6,2.1860
37888,0,2,5.072,372.2,1.8900,5.220,423.3,2.1880
37908,0,2,5.080,367.1,1.8680,5.220,420.2,2.1920
37928,0,2,5.072,369.4,1.9000,5.220,421.6,2.1980
37948,0,2,5.056,373.2,1.8580,5.220,419.5,2.1920
37968,0,2,5.060,372.1,1.8880,5.220,418.8,2.1920
37988,0,2,5.064,372.4,1.8880,5.220,418.2,2.1880
38008,0,2,5.044,368.6,1.8740,5.220,418.8,2.1860
38028,0,2,5.064,367.0,1.8840,5.220,418.9,2.1860
38048,0,2,5.068,370.9,1.8720,5.220,422.3,2.1920
38068,0,2,5.060,371.7,1.8840,5.220,419.7,2.1880
38088,0,2,5.060,370.2,1.8720,5.220,420.9,2.1880
38108,0,2,5.056,416.0,2.0900,5.212,426.9,2.2280
38128,0,2,5.064,369.9,1.8740,5.224,420.0,2.1920
38148,0,2,5.060,375.5,1.8440,5.224,420.2,2.2120
38168,0,2,5.056,369.4,1.8680,5.220,418.4,2.1880
38188,0,2,5.076,375.0,1.9000,5.220,419.8,2.1860
38208,0,2,5.056,378.0,1.9040,5.208,458.8,2.3920
38228,0,2,5.068,367.9,1.9040,5.220,419.8,2.1920
38248,0,2,5.064,371.6,1.8680,5.224,420.6,2.1860
38268,0,2,5.068,370.9,1.8800,5.220,419.8,2.1920
38288,0,2,5.060,370.1,1.8720,5.220,419.9,2.1880
38308,0,2,5.060,366.3,1.8540,5.216,453.1,2.3600
38328,0,2,5.060,370.6,1.8720,5.224,419.4,2.1880
38348,0,2,5.056,378.6,1.8880,5.220,420.1,2.1860
38368,0,2,5.060,366.4,1.8540,5.220,420.1,2.1880
38388,0,2,5.072,375.0,1.9000,5.220,419.4,2.1880
38408,0,2,5.060,367.0,1.8580,5.220,420.1,2.1920
38428,0,2,5.060,375.7,1.8620,5.220,419.9,2.1920
38448,0,2,5.068,371.3,1.8720,5.224,419.2,2.1920
38468,0,2,5.060,369.2,1.8720,5.220,418.8,2.1880
38488,0,2,5.060,370.4,1.8740,5.220,420.5,2.1960
38508,0,2,5.072,374.1,1.8980,5.224,420.1,2.1920
38528,0,2,5.064,373.2,1.8680,5.216,419.3,2.1880
38548,0,2,5.068,366.7,1.8800,5.220,418.9,2.1920
38568,0,2,5.060,367.8,1.8620,5.220,420.1,2.1820
38588,0,2,5.068,370.0,1.8740,5.220,419.6,2.1960
38608,0,2,5.064,370.8,1.8780,5.224,418.7,2.1860
38628,0,2,5.072,369.3,1.8720,5.224,419.4,2.1880
38648,0,2,5.060,373.4,1.8720,5.220,419.7,2.1920
38668,0,2,5.072,371.4,1.8800,5.220,420.2,2.1920
38688,0,2,5.072,374.2,1.8980,5.220,418.4,2.1860
38708,0,2,5.056,371.5,1.8800,5.224,419.1,2.1880
38728,0,2,5.084,372.5,1.8540,5.220,419.9,2.1920
38748,0,2,5.072,366.0,1.8980,5.220,420.4,2.1860
38768,0,2,5.072,374.6,1.8980,5.220,419.8,2.1820
38788,0,2,5.072,370.9,1.8780,5.220,419.8,2.1880
38808,0,2,5.068,373.9,1.8940,5.216,452.0,2.3560
38828,0,2,5.068,378.6,1.8940,5.216,452.1,2.3600
38848,0,2,5.068,364.8,1.9000,5.212,452.0,2.3520
38868,1,3,4.952,483.4,2.4440,5.216,451.8,2.3600
38888,1,3,4.916,676.9,3.3420,5.220,419.1,2.1920
38908,1,3,4.928,678.9,3.3320,5.220,418.8,2.1820
38928,1,3,4.924,645.0,3.4220,5.212,460.3,2.3980
38948,1,3,4.920,683.9,3.3780,5.220,420.3,2.1860
38968,1,3,4.888,602.4,2.9620,5.220,418.5,2.1960
38988,1,3,4.896,684.9,3.3780,5.220,419.9,2.1880
